review_time,positive_review,negative_review,problems_solved,rating
"Mar 21, 2023",I love that you can search and apply for jobs with an uploaded resume because the information is pre-loaded for you. I also love how you can connect with coworkers while keeping your social media separate.Review collected by and hosted on G2.com.,"Some of the more valuable parts of LinkedIn are not available on the free account, which hinders a genuinely effective job search. For example, spam and advertising messages are often in my inbox, and there have been multiple attempts to scam me during my job searches. In addition, the number of job applicants is not based on the actual number of applicants but on the number of people that have clicked the ""Apply Now"" button, which is misleading.Review collected by and hosted on G2.com.",LinkedIn helps businesses all over the world to connect with people they usually would not be able to communicate with.Review collected by and hosted on G2.com.,4
"Mar 30, 2023",I like how easy it is to be able to use your qualifying skills in order to find a job/career that best matches you and your interests.Review collected by and hosted on G2.com.,They spam your email despite if you are looking for a job or not. I've had to unsubscribe from their marketing / job emails due to the mass amount.Review collected by and hosted on G2.com.,The problems it's solving is being able to find a job that best suits you without having to look too hard.Review collected by and hosted on G2.com.,3.5
"Oct 31, 2022","It's a decent place for job seekers, at the same time you can track and follow HR, who are actively posting jobs for the candidate. Also, people from different faculties share their views on the current situation and how things are moving in their work area.Review collected by and hosted on G2.com.","Sometimes, people share unnecessary things, thinking it's a social networking site, which is very annoying. secondly, sometimes the site behaves like its an advertising site and keep pushing unnecessary advertisement.Review collected by and hosted on G2.com.",Linkedin helps job seekers to get their job. It also helps them to b actively check and follow the jobs they are looking for with the help of the HR's. I personally got offer from LinkedIn users.Review collected by and hosted on G2.com.,4.5
"Nov 29, 2022",I like that LinkedIn is a digital version of a networking event. I'm able to see what jobs and employers are out there and build a network of people. Compared to other job search sites that only allow you to apply to jobs.Review collected by and hosted on G2.com.,"I don't like how many notifications LinkedIn sends, sometimes it's hard to stay on top of serious offers, real colleagues etc when there's a lot of random suggestions that aren't related to me.Review collected by and hosted on G2.com.","LinkedIn makes it possible for me to see what kinds of jobs are out there. Right now I'm early on in my career and not looking to change jobs right away, I do want to be on top of what's going on in the job market so that when I'm ready, I know where to look. Linkedin helps with that.Review collected by and hosted on G2.com.",5
"Feb 15, 2022","LinkedIn Job search is perfect for those looking for a job change. Many job posts are submitted daily by the company, and candidates can quickly get them. I found this job with the help of a Linkedin job search.Review collected by and hosted on G2.com.",Nothing is there which can be disliked for Linkedin Job Search.Review collected by and hosted on G2.com.,"I found this job with Linkedin Job Search, and now I am using it to bring new business daily. It helps me a lot.Review collected by and hosted on G2.com.",5
"Nov 24, 2021","The job search algorithm of LinkedIn is the best. We get notifications of all jobs related to our job preferences. The best thing is that all jobs are verified, nothing is fake. We get so many jobs offers according to our profileReview collected by and hosted on G2.com.","Well, LinkedIn is the best app, so nothing is fake, just the UI of LinkedIn should be improved as well as the frontend, which makes LinkedIn looks more attractive.Review collected by and hosted on G2.com.","I am using LinkedIn job search to connect with recruiters and find jobs. Currently, I am actively searching for jobs using LinkedIn at multiple locations and getting multiple job offers.Review collected by and hosted on G2.com.",5
"Sep 07, 2021",Its have a very nice platform which is very to use.It help me to find job as per my interest and also very good results i have seen whenever i put any locations and companies in which i want to work its shows. This is the platform where people can literally find their jobs or achieve their goals. We can follow our friends and companies where we can see whats happening there. We can easily upload resumes and any cerficates on LinkdIn which help us to maintain the account. LinkdIn can search any jobs as per the skills and experience.Review collected by and hosted on G2.com.,"I dislike the most that when any recruiter has looked at my profile. Still, I'm not able to see or know that recruiters are interested in my profile and also wish there was apply button in it, but I have to pay for the subscription to access the job applications.Review collected by and hosted on G2.com.","As per now, I don't face any problems with the linkdlnJob search.I have realized that Linkedln has a strong professional image. It's very easy to use and mobile friendly app. It's also reliable with application tracking. Very easy to advertise the business. Also, very easy to connect with the colleagues or people with the similiar proffessionReview collected by and hosted on G2.com.",5
"Oct 14, 2021",> LinkedIn is a vast professional with the presence of all small and big companies,> Most of the companies post their jobs on LinkedIn,> I use LinkedIn to get to  know about the best practices in the industryReview collected by and hosted on G2.com.,4
"Nov 19, 2021",LinkedIn Job Search is an easy way to find available jobs in your area and that suit your skills. There are a variety of filters that allow you to find positions to which you can easily apply.Review collected by and hosted on G2.com.,"While LinkedIn provides a good option to search for positions, it is not a catch-all solution when searching for jobs. This problem is unrelated to the platform itself, but does demonstrate its limitations.Review collected by and hosted on G2.com.","One of the greatest problems solved by using LinkedIn Job Search is that you can often apply without creating a new résumé. By applying with your LinkedIn profile, it can save you substantial time in filling out small boxes for each individual job.Review collected by and hosted on G2.com.",4
"Jan 18, 2022","LinkedIn Job is the best way to find skilled job, I used LinkedIn job search from last 4 years and really glad to using it. I found my this job with using it and now I am getting very good offers too.Review collected by and hosted on G2.com.",Nothing is there that is disliked with the Linkedin Job Search.Review collected by and hosted on G2.com.,previously it wasn't easy to find suitable skilled job but after having LinkedIn Job search it is very much helpful to see my this job and I highly recommend it.Review collected by and hosted on G2.com.,5
"Mar 06, 2022","A place that helps you get employment, what's better than that. Now I can connect with anyone around the world and work anywhere I wish toReview collected by and hosted on G2.com.",I don't think there is anything that I dislike about the app. I found all my job till now with the help of this appReview collected by and hosted on G2.com.,It is super easy to use and saves a lot of time. I get a lot of job suggestions and it is extremely useful. Even if you are not extremely educated you can still find a job. I found my current job through linked in onlyReview collected by and hosted on G2.com.,3
"Sep 03, 2021","It is the best way for job search, especially for freshers. It is very safe and secures you only connect with genuine people. It has a very littel chance of getting a scam you can connect with professional workers you can get daily job opportunities in different fields. Some small companies directly post their job oppings so you don't have to go into any consultancy for a job search. Nowadays many HRs are using Linkedin for posting job oppings so you can directly connect with them.Review collected by and hosted on G2.com.",There is everything great in LinkedIn Job Search but you have to pay for the premium feature if you get the premium feature it is easy to highlight your resume and get contact hiring managers and get noticed.Review collected by and hosted on G2.com.,"Our organization which is Nvidia also post job openings on Linkedin for freshers and for experience also. We posting jobs opportunities for different roles like developers, testing and for technical support.Review collected by and hosted on G2.com.",5
"Oct 25, 2021","-Linkedin Job Search provides the best platform for Job Seekers, and even employers can hire the perfect candidate.",-The best about LinkedIn Job Search is that it's almost free.,LinkedIn Job Search helps me find my job. Just after my graduation. and still i am searching my Job via this plateformReview collected by and hosted on G2.com.,5
"Feb 21, 2022",Linked in Job search is the best find for most of the people's around the world.It helps the people to filter jobs according to their knowledge and most easiest way of search.Review collected by and hosted on G2.com.,Sometimes the jobs will mismatch according to our search and it will differ in the results.It creates the less jobs results and it will impact the most job titles tooReview collected by and hosted on G2.com.,Linkedin Job search is the best way to find jobs according to our wish and helps to find the best fit jobs across  all industries.I used as a fresher and found out a very good jobs with different roles.Review collected by and hosted on G2.com.,5
"Apr 21, 2022",Maximum corporates are linked with this sofwareReview collected by and hosted on G2.com.,Don't get response on time or to who we send msg won't reply.Review collected by and hosted on G2.com.,Most of recruiter are network & then can contact directly through linkedReview collected by and hosted on G2.com.,3.5
"Feb 01, 2022","Clearly visible description, automatic searches for those roles which suits me as client the best.Review collected by and hosted on G2.com.",Actually nothing from original side of linked in.,Totally winning product so I cant say it bad.Review collected by and hosted on G2.com.,4
"Oct 20, 2021",It helps a lot on job hunting and recruitment process for both parties.Review collected by and hosted on G2.com.,It will be helpful if there is no need to go external link and it's applied through the site.Review collected by and hosted on G2.com.,It's easier to access top professionals and top firms through LinkedIn.Review collected by and hosted on G2.com.,5
"Oct 01, 2021","LinkedIn is one of the best platforms to find the perfect job to match your skills. I found my job with LinkedIn Job Search, and I am glad to have this. I recommend it to my friends, and they found their skilled job with it.Review collected by and hosted on G2.com.",Linkedin Job Search pricing is a bit high compare to other job portals. except that everything is good with it.Review collected by and hosted on G2.com.,"I found my job with LinkedIn Job Search, and I was thankful to the LinkedIn team for providing such things.Review collected by and hosted on G2.com.",5
"Jan 04, 2022",direct access to hiring managers and the easy apply one click functionReview collected by and hosted on G2.com.,no response or very little follow up from job posters - seems after I submit a CV there very little engagement afterwardsReview collected by and hosted on G2.com.,"It's fast, easy and you can research the company, people, culture, product and social activity in one place. Linkedin gives me a rounded perspective to verify the credibility of a company in one trusted place.Review collected by and hosted on G2.com.",5
"Aug 03, 2021",It's have an awesome interface which makes it easy to use.,Reliable to connect to employers which are very ready to offer opportunities.,Reliable with onboarding.Review collected by and hosted on G2.com.,4.5
"Jan 19, 2022",filtering by role/industry and seeing how old the postings are.  and how many have saved/appliedReview collected by and hosted on G2.com.,"not enough on comp structure, but that's most listings/sites...maybe more on benefits and culture would help frame up the positions and bolster more interest across all candidates?Review collected by and hosted on G2.com.",finding what openings are out there and who in my network can be a resource/referral when needed.  Benefits are to see other openings when some companies are on freezeReview collected by and hosted on G2.com.,4
"Nov 26, 2021","LinkedIn Job Search is a robust tool for having access to jobs across the world, and they can be classified by Job type. Experience Type; Geography; location among other features - all this makes LinkedIn Job search a tool of coiceReview collected by and hosted on G2.com.","The Jobs shown on Linkedin are not necessarily Live, and there is a lack of feedback on the applied Jobs - after application expect the mail notification that comes; there is at most tomes no view of how the application is progressingReview collected by and hosted on G2.com.",'Easy Apply' feature is very useful overall as it cuts the time for a job applicationReview collected by and hosted on G2.com.,4
"Sep 08, 2021",It's a great software with connecting job seekers to recruiters and employers.,Very excellent for interviewing candidates.,Reliable with course management.Review collected by and hosted on G2.com.,4.5
"Nov 14, 2021","I can find the best and most perfect Job that would match everything that I'm looking for, specifically in sales/ retail. I would recommend this to anybody and I well continue to use it.Review collected by and hosted on G2.com.",I have no dislikes about linkedln I would recommend itReview collected by and hosted on G2.com.,Mostly retail/salesReview collected by and hosted on G2.com.,5
"Oct 10, 2021",1. it is the best tool for a job search anywhere like remote areas and any time.,2. it provides easy access to any company.,"we want some more companies to join this site so, we can connect and easily accessibleReview collected by and hosted on G2.com.",4.5
"Oct 20, 2021",The companies here are genuine unlike the other job search apps and websites. They genuinely want to hire the employees in their companyReview collected by and hosted on G2.com.,There is no filter for freelancing jobs. It would be really helpful for people looking for feelancing opportunitiesReview collected by and hosted on G2.com.,"The problem with other sites was that the companies were not trustworthy which is resolved with linkedin. With linkedin, you can easily search for jobs in your nearby area and city without worrying about getting cheated.Review collected by and hosted on G2.com.",3.5
"Oct 08, 2021","WIth LinkedIn jobs, I can search for jobs using keywords, preferred job locations and narrow down the results using various filters. The platform then sends me emails containing similar job openings based on my previous search.Review collected by and hosted on G2.com.","The job platform sometimes sources irrelevant results and shows jobs, not in my preferred location - even after trying and changing keywords, the results are still skewed.Review collected by and hosted on G2.com.",LinkedIn Jobs helps me get in touch with recruiters and keeps me updated with the current offerings in the industry. I can apply for jobs directly from the platform and get in touch with the concerned team for further process - Covid has really increased the necessity of having a platform like this at everyone's finger tips.Review collected by and hosted on G2.com.,5
"Oct 12, 2021",Efficient with applying for jobs opportunities.,Excellent software with onboarding.,Easy to connect to colleagues.Review collected by and hosted on G2.com.,4.5
"Nov 24, 2021",You can easily search different locations including remote opportunities.Review collected by and hosted on G2.com.,It can be difficult to see job opportunities in another field if you are interested in making a switchReview collected by and hosted on G2.com.,Easier to apply for multiple similar positions quickly but it is harder to make a personal connection if you are not within a few connections of the job posterReview collected by and hosted on G2.com.,5
"Jul 08, 2019","I like the ability to filter exactly what kind of job you are searching for, especially the location.Review collected by and hosted on G2.com.",I wish that more positions had the easy apply feature.Review collected by and hosted on G2.com.,"i am solving the problem of going to various job search sites, instead most of the vacant positions are in one location.Review collected by and hosted on G2.com.",5
"Jun 23, 2019",This software helps to generate massive connections for jobs and views without having to buy ads.,The wall display of LinkedIn is much longer & wider than any other platform.Review collected by and hosted on G2.com.,Awesome social platform helpful in finding jobsReview collected by and hosted on G2.com.,4.5
"Jun 12, 2019","I really enjoy being able to see connections that I would already have inside the company. It allows me to reach out and ask questions, which then helps me decide if that would be a job I was interested in.Review collected by and hosted on G2.com.",There were a few times in the past where i was looking at jobs that had been posted for a while and were already closed.Review collected by and hosted on G2.com.,It allows for me to look for jobs in my area more easily. To see if I have the necessary experience. It takes a lot of stress away from the job search process.Review collected by and hosted on G2.com.,5
"Apr 03, 2019",very practical and easy for applications,It is a wide range of opportunities that allows you not only to find work but to relate with professionals similar to your field of workReview collected by and hosted on G2.com.,very useful to support the job search processReview collected by and hosted on G2.com.,4
"Mar 18, 2019","I like the split view feature, and how it takes what you want in a job and makes a list specifically for you. The quick apply button is very convenient, and the important information I need to know about the job is strategically put where I can easily find it.Review collected by and hosted on G2.com.","I wish the design of the page was more attractive and more modern, which would be more pleasing to the eye.Review collected by and hosted on G2.com.","I use LinkedIn Job Search for my own personal job researching, to quickly look at jobs that I would be most eligible for and that fit my requirements.Review collected by and hosted on G2.com.",4
"Sep 14, 2019",The fact that I can search any jobs and connects me to people worldwide.Review collected by and hosted on G2.com.,Nothing at all for now it remains OK to meReview collected by and hosted on G2.com.,Very helpful to in meeting people and sharing business idea and also  searching for jobs.Review collected by and hosted on G2.com.,5
"Apr 08, 2019","I love the way, we can search for jobs, based on company, location, title and skill, salary and etc.","The jobs on linkedIn are very legitimate and its easier to apply, as the job profile just gets posted.Review collected by and hosted on G2.com.",also the company profile is provided which makes it easier to understand and know what kind of job to apply to.Review collected by and hosted on G2.com.,5
"Oct 26, 2019","Sharing your CV instantly, making job search easier than everReview collected by and hosted on G2.com.",Sometimes you can come across scams on the siteReview collected by and hosted on G2.com.,Job searches made easierReview collected by and hosted on G2.com.,3
"Oct 09, 2019",I received and continue to receive many job offers without doing searchesReview collected by and hosted on G2.com.,I receive too much request for friendshipReview collected by and hosted on G2.com.,I can see the competences of my LinkedIn friends. It is interestingReview collected by and hosted on G2.com.,4.5
"Sep 10, 2018","I have a wide variety of labor offers, a variety of options in terms of reputable companies. It helps us to have better job opportunities and thus improve our quality of life by obtaining a good job in a stable company with a long history.Review collected by and hosted on G2.com.",,"It is very useful because you can communicate with other people who are in your condition, have advice to improve your level of job competition, share concerns with people anywhere in the world, give you advice and guide you as to what is your best option at the time of applying for a job.Review collected by and hosted on G2.com.",5
"Oct 28, 2019",The facility that the site offers to search for jobs.Review collected by and hosted on G2.com.,Could have a filter to exclude repeated job opportunitiesReview collected by and hosted on G2.com.,noneReview collected by and hosted on G2.com.,3.5
"May 31, 2019",The best part is the higehst number of opportunities as it is used by millions of people worldwide. So you also get a visisbility of your CV to these number of users around the Globe.Review collected by and hosted on G2.com.,The price for Linkedin premium membership is highReview collected by and hosted on G2.com.,It is really helping me a lot in searching my future job prospectsReview collected by and hosted on G2.com.,4.5
"Nov 18, 2018","I believe Linkedin Jobs is the new leading platform for recruitment. Many people keep their profiles accurate compared to Indeed or Monster. So you can always know that your experience is updated compared to the last time you went on one of those websites. Also, the fact that it quickly links you to the company's website you can see what their company culture its. I also love that it shows when you have connections that work there so you can ask for a referral.Review collected by and hosted on G2.com.",I don't dislike anything about Linkedin Job Search.Review collected by and hosted on G2.com.,"I am solving my future recruitment opportunities, seeing what jobs are open in my geographical market as well as reading to learn what would be a natural promotion opportunity for my career.Review collected by and hosted on G2.com.",5
"Aug 22, 2019",I was able to use a small connected network that I trust to find the right candidates for open positionsReview collected by and hosted on G2.com.,"Job postings are very easy on linkedin, there was not much that I didn't like.Review collected by and hosted on G2.com.","We are hiring people from other professionals that we know and trust, therefore getting reliable employees.Review collected by and hosted on G2.com.",5
"Nov 17, 2018","Through LinkedIn you can generate job opportunities. You get direct contact with the leaders and referents of your industry and we can also share information through groups, ask our network questions about issues that concern us and allow us to do Networking from anywhere in the world and be in contact with professionals and be located. We can be recommended by other contacts and participate in forums and online consultations with related professionals. It also helps us to keep the Curriculum Vitae online. It is also useful when having an online portfolio where customers can appreciate the quality of our work.Review collected by and hosted on G2.com.","The bad thing about Linkedin is that you can get personal data in a matter of minutes. And it is easy to defame a person easily, and be seen in a short time by a crowd. It could lend itself to identity theft. Also, if it is used to look for a job, it is not a very reliable platform.Review collected by and hosted on G2.com.","I use it to keep my professional Curriculum updated and my employers can see what I have done in the workplace. Also, I can upload my old projects and create a kind of online portfolio.Review collected by and hosted on G2.com.",4
"May 31, 2019",Linked In is a great way to make contact with others in the business world.Review collected by and hosted on G2.com.,I dont like how people can tell that you have searched them. It causes users to be too cautious when making contacts.Review collected by and hosted on G2.com.,It helps by letting prospective employers/employees learn more about potential hires.Review collected by and hosted on G2.com.,5
"Oct 25, 2019",Poca cosa aparte de acumular contactos inútilesReview collected by and hosted on G2.com.,"No me aparece útil, es solamente un escaparateReview collected by and hosted on G2.com.",NingunoReview collected by and hosted on G2.com.,2.5
"Apr 25, 2019",LinkedIn is great in building networks with future employersReview collected by and hosted on G2.com.,Some employers do not use it as much as they shouldReview collected by and hosted on G2.com.,Helped me reach out to potential employersReview collected by and hosted on G2.com.,5
"Apr 01, 2019",The ease of connecting with other businesses and employees. This product has added a way to easily connect with other professional.Review collected by and hosted on G2.com.,Would prefer easier accces to companies that relate to the employee profile.Review collected by and hosted on G2.com.,Connecting with other employees and potential candidates.Review collected by and hosted on G2.com.,5
"Sep 24, 2019",Linked in is great for networking and forming connectionsReview collected by and hosted on G2.com.,It is hard to upload certain documents toReview collected by and hosted on G2.com.,Finding jobs!  It has made finding jobs and forming connections easyReview collected by and hosted on G2.com.,4.5
"Jun 10, 2019",Very social and links others that are connected.  Helps to find jobs and potential employees that may know others or have things in common such as school or skills that a company is looking for.Review collected by and hosted on G2.com.,Not everyone pays for premium so it can be selective and if you click on a profile the person is aware.  Not as private as other search boards.Review collected by and hosted on G2.com.,Finding more qualified people since there are recommendations and connections versus just a regular resume of skillsReview collected by and hosted on G2.com.,4.5
"Aug 21, 2019",You can see info about job and company. Also the networking is greatReview collected by and hosted on G2.com.,I do not like being able to see who looks at my profile.Review collected by and hosted on G2.com.,I am applying for jobs that I don't find on other sitesReview collected by and hosted on G2.com.,5
"Apr 11, 2019",My favorite part is the ability to put in key words and my location to narrow down jobs and internships. I also appreciate how it adds if alumnae from my University work there.Review collected by and hosted on G2.com.,I dislike the promoted jobs that pop up first on the list and seem to always be in the way but not what you wantReview collected by and hosted on G2.com.,Being able to promote yourself and working on marketability and finding future employeesReview collected by and hosted on G2.com.,4
"Jun 05, 2019","to see if jobs are avalable and publish cv, see if dsomeone look at my profileReview collected by and hosted on G2.com.","not enoughf job offerd to me, even of shortage of manpower i do not receive many offersReview collected by and hosted on G2.com.",to seek job more easillyReview collected by and hosted on G2.com.,2.5
"Aug 21, 2019",I love that each job is easily searchable based on field.Review collected by and hosted on G2.com.,"I wish all the criteria, salary and other information was easy to finsReview collected by and hosted on G2.com.",I can use it as a one stop shop when looking for a new positionReview collected by and hosted on G2.com.,5
"Jan 11, 2022",You can see which all companies your friends are working with and their growth with tye.,Helps you get the deep knowledge about the companys atmosphere.Review collected by and hosted on G2.com.,Helps you search for the best job around the globe. And can decide about the company they like. Helping them to get to know the company better.Review collected by and hosted on G2.com.,4
"Aug 23, 2021","It is nice to see everything you need to know about a job listing before you even click on it. Also, their easy apply option is my favorite.Review collected by and hosted on G2.com.","There are a bunch of scam listings on the site. I understand that pretty much anyone can upload a job listing, but I think the listings should be monitored a little better.Review collected by and hosted on G2.com.","I've found multiple good jobs through LinkedIn Job Search. It's easy to use, and employers can get back to you fast.Review collected by and hosted on G2.com.",5
"Dec 07, 2021",The user experience for the Linked in job search is very well designed. I am able to navigate back and forth without loosing progress and can quickly check the status of something.Review collected by and hosted on G2.com.,"I am automatically signed up for ALL emails. To reduce email frequency, you have to log in and update your profile.Review collected by and hosted on G2.com.",Searching for jobs within my network of professional affiliates. I can see who and where people have navigated thier careers and even see a pattern of success and leadership to followReview collected by and hosted on G2.com.,5
"Jul 24, 2021","It is an excellent platform for every professional and fresh graduate to start their career with the help of LinkedIn Job Search. This platform, without any doubt, has helped a lot of people around the globe achieve their career goals. People can easily search for their desired companies with a single click. The most helpful feature of this platform is that it provides a direct link between recruiter and applicant.Review collected by and hosted on G2.com.","The only downside of this platform that I have realized is that you have to pay subscription fees to utilize all of its features, especially if you want to see who has applied for a specific job and your ranking among all the people.Review collected by and hosted on G2.com.","Our Bank's HR department uses this platform for new hires, which is pretty helpful in this regard. It opens a gateway for all the people, even from different countries or cities, to relocate and find their desired jobs.Review collected by and hosted on G2.com.",5
"Nov 18, 2021",I like that when I want to search for a specific job and I choose everything I need in this job to be suitable for me then I can find variety of the best jobs for me.Review collected by and hosted on G2.com.,Actually I like everything about LinkedIn and use it constantly specifically for search for jobs and new opportunitiesReview collected by and hosted on G2.com.,I realized that I can choose everything about the job I am looking for like the ability to work remotely and I can choose if I want the job part-time or full time and another many optionsReview collected by and hosted on G2.com.,5
"Jan 08, 2022",There are so many job roles available on LinkedIn job search. I like that you can receive notifications for specific job roles in your area that apply to you. I have been contacted by people through job search which I think is good.Review collected by and hosted on G2.com.,Sometimes LinkedIn shows jobs in a further afield location and sometimes shows others than what you have selected. I don't really dislike anything else because I think it is a good feature.Review collected by and hosted on G2.com.,LinkedIn Job search has a variety of different jobs available on offer. Using LinkedIn job search gives me confidence that the jobs available and those applying are all professionals.Review collected by and hosted on G2.com.,5
"Feb 20, 2023",Several things:,"- You can search by job title or name of recruiter, then filter your results by location, remote work, etc.",- Utilizing the private chat option to communicate with individual persons.Review collected by and hosted on G2.com.,5
"Aug 12, 2021",Impressive with ease of tracking jobs.,Efficient for users to add the companies working for.,Tremendous with proffessional networking.Review collected by and hosted on G2.com.,4.5
"Oct 05, 2021","I liked the features of the LinkedIn job search is filtering part. It allows you to filter your requirement as per your needs. Job seekers, as well as sales representatives, can use it easily and field their suitable jobs.Review collected by and hosted on G2.com.","Everything is good with LinkedIn job search except specific conditions. Otherwise, I highly recommend it.Review collected by and hosted on G2.com.","I found excellent and potential vendors for our services, and it helps both clients and service providers.Review collected by and hosted on G2.com.",5
"Jul 06, 2021",Delightful to be able to get job opportunities from anywhere.,Reliable to track all job applications done.,Simple app.Review collected by and hosted on G2.com.,4.5
"Apr 29, 2021","My favorite part of the job search on LinkedIn is the organized posts that are uploaded daily, if not, hourly, on LinkedIn. I was looking for a job during the pandemic because I was furloughed from my employer, but I received a sense of hope that the economy was not completely headed to a downfall because of this feature on LinkedIn. I saw that job posts had words such as ""Remote"" or ""Virtual,"" which changed my view on jobs during the pandemic. I realized that LinkedIn job posts were extremely fast and up-to-date. I saw so many virtual job opportunities on LinkedIn and job searching has been fun for me.Review collected by and hosted on G2.com.","I wish there was a quick ""Apply"" button on LinkedIn but I have to pay a subscription to access the job application. Recruiters have looked at my profile but I wish there was a feature to let us know which recruiters are interested in my profile and which ones aren't to see what type of jobs I qualify for. I love seeing the logos of the companies next to the job posts because I can easily associate the logo to the company and see which companies are high in demand for job applicants.Review collected by and hosted on G2.com.","I don't have many problems with LinkedIn Job Search. It is fun to look at job posts on LinkedIn. I've used other job recruiter sites before like Glassdoor and Indeed, but I didn't like the platform. I had more success on LinkedIn because LinkedIn has a strong professional image. I also can tell when a recruiter views my LinkedIn profile and it gets me excited because it makes it seem as if I am qualified for the job description. There are more benefits than cons in using LinkedIn Job Search.Review collected by and hosted on G2.com.",5
"Aug 18, 2021",Efficiency with getting new job opportunities and updates.,More convenient with application for jobs anytime.,Convinient with course management.Review collected by and hosted on G2.com.,4.5
"Nov 23, 2021","Linked In is a professional site, and Linked In always helps me to find a job and to increase m professional network.Review collected by and hosted on G2.com.",When someone share personal posts on linkedIN or send irrelevant messages.Review collected by and hosted on G2.com.,I refered lots of deserving people on LinkedIn and they get hired.Review collected by and hosted on G2.com.,5
"Jul 26, 2021",Connection between Job seekers and employers is easy.,Easy to join with no much detail asked.,Ease of use with great menusReview collected by and hosted on G2.com.,4.5
"Dec 07, 2021","Good alert management, most large companies have a presence on it, you can do quick apply vs long drawn out process which allows for dozens of applications in 1 dayReview collected by and hosted on G2.com.","Salary information is usually hidden, wish is had company overview and stock information more readily availableReview collected by and hosted on G2.com.","Applying to a lot of places in a short time frame, allows me to see if I know anyone from my network already working thereReview collected by and hosted on G2.com.",4.5
"Oct 13, 2021",I love that LinkedIn has job postings built into their networking platform. Super easy to browse open positions and really convenient to see the hiring managers and companies' profiles. The easy apply feature is ridiculously helpful aswell.Review collected by and hosted on G2.com.,I dislike that some companies will never get back to you or don't delete a filled position.Review collected by and hosted on G2.com.,I used this to look for jobs while I was job searching. Our company also uses this platform to post open positions.Review collected by and hosted on G2.com.,4.5
"Nov 23, 2021",I like that I am able to view information about the company and job position in one place. I can also see if the businesses are legitimate. I have seen fake job postings on other platforms.Review collected by and hosted on G2.com.,There is not much that I dislike about the LinkedIn job search.Review collected by and hosted on G2.com.,I feel like LinkedIn Jib Search puts me in direct contact with the company. I am also able to reach out to employees who have similar job titles within the company.Review collected by and hosted on G2.com.,5
"Oct 26, 2021","Once you update your profile, LinkedIn automates your profile to the ideal opportunities.Review collected by and hosted on G2.com.","Nothing on LinkedIn side, blame goes to recruiters they recycle ads.Review collected by and hosted on G2.com.",Job search is not an opportunistic thing. You need to know what you want and what you can get. LinkedIn bases your experience and matches it to the available jobs. Awesome!Review collected by and hosted on G2.com.,5
"Sep 27, 2021",Excellent and robust with proffessional networking.,Ease of use.,Ease of use.Review collected by and hosted on G2.com.,4.5
"Aug 31, 2021",Unbelievably great with job search and networking.,Exceptional with onboarding.,Live chats makes communication easy and private.Review collected by and hosted on G2.com.,4.5
"Jun 29, 2021","The jobs listed on the careers website of several companies are available on Linkedin. It is a good repository of information when someone is looking for new jobs. Linkedin also has an excellent syncing capability with several talent management applications. Candidates need not type lengthy applications, and job applications can be completed with a few clicks.",,"One can see the recruiter's profile, the distance of the job from one's home, the number of people that have already applied, how your resume or experience relates to those of other applicants, salary information, and more. It is also possible to get connected with other people in the organization.Review collected by and hosted on G2.com.",5
"Oct 28, 2021",All the latest updates regarding the filtered job opportunities are known or sent through mail.Review collected by and hosted on G2.com.,Nothing much to dislike. It's a great platform for job hunt.Review collected by and hosted on G2.com.,I am on a job hunt and LinkedIn job search has helped me a lot and still is for finding me some of the best choices.Review collected by and hosted on G2.com.,3.5
"Sep 23, 2021","LinkedIn is an all-inclusive platform that helps you search and apply for jobs based on your qualifications, locations, skills. You can search easily using keywords and apply filters to narrow down your research and find relevant results.Review collected by and hosted on G2.com.",I love the platform. There is nothing to dislike.Review collected by and hosted on G2.com.,"The platform helps me search for relevant positions and find out whether there is a better-suited job. I can search, upload my resume, apply, and chat with the recruiter from the same platform.Review collected by and hosted on G2.com.",4.5
"Dec 14, 2021",Most of the cases job application process is very easy one click & submit.Review collected by and hosted on G2.com.,Sometimes unwanted irrelevant market promotional activity is not happeningReview collected by and hosted on G2.com.,Easy searchingReview collected by and hosted on G2.com.,4
"Aug 11, 2021",I can get the Jobs notifications as per my requirement and can connect with company professionals to get more chances to ge job.Review collected by and hosted on G2.com.,"Some time it shows non relevant jobs, which is not matching with your profile.Review collected by and hosted on G2.com.",I want to change my job location and I searched for HR  for an company at that location. I found the HR details easily and now I can connect with him.Review collected by and hosted on G2.com.,4.5
"Nov 11, 2019",You have access to tons of quality candidates.Review collected by and hosted on G2.com.,Expensive. Using LinkedIn can get very pricey.Review collected by and hosted on G2.com.,It has helped with our hiring needs..Review collected by and hosted on G2.com.,2.5
"Aug 01, 2019",you can connect with so many professionals and different different companies like facebook. here job search becomes easy because it updates our profile according to company demands and show only those companies which are our field related. so i can say its a very good platform to get a job by your choice.Review collected by and hosted on G2.com.,unverified users can create a big problem. basic interface quite tough to understand. skills that we update in profile sometimes doesn't work. time consuming beacuse of lengthy working process. it can be simplerReview collected by and hosted on G2.com.,first of all thanks to linked in to find me new jobs related to my areas. i can connect with so many professionals of my field and consult about my problems.i can ask them to for a better solution so its quite wonderful. for freshers its very good platform to findout new jobs. we can share technical information and share knowledge with others.Review collected by and hosted on G2.com.,5
