review_time,positive_review,negative_review,problems_solved,rating
"Oct 03, 2019",The easiness and accessibility. Short and direct to the facts of the opportunity being preseentedReview collected by and hosted on G2.com.,Sometimes it’s a lot of the same texts. Meaning same job posting I’ve already been notified aboutReview collected by and hosted on G2.com.,None as of now. When their is a lead they are quick to notify youReview collected by and hosted on G2.com.,5
"Oct 23, 2019",I got multiple interviews almost instantlyReview collected by and hosted on G2.com.,Nothing except maybe e-mails about jobs that are no where close to what I’m looking being sent to meReview collected by and hosted on G2.com.,Easier to get my name out and into places I couldn’t beforeReview collected by and hosted on G2.com.,5
"Sep 20, 2019",I enjoy the quick app apply. I really also like that I am notified if a prospective employer looks at my application.Review collected by and hosted on G2.com.,"I would prefer just to receive job notifications via email, not sms and email.Review collected by and hosted on G2.com.",The way that ZipRecruiter sends you the jobs that you are qualified for is a great benefit.Review collected by and hosted on G2.com.,5
"Sep 14, 2019","So many job offers and the you can spend hours just looking at so many good options. Also, the 1-click apply feature is very convenient.Review collected by and hosted on G2.com.","There's nothing I would say I dislike of ZipRecruiter. Maybe the should improve the algorithm behind the ""recommended jobs"". Other than that, great website/app.Review collected by and hosted on G2.com.",Very easy to search for new opportunities.Review collected by and hosted on G2.com.,5
"Sep 02, 2019",Their recommended jobs align with my experience.Review collected by and hosted on G2.com.,I like everything .it all seems to work well.Review collected by and hosted on G2.com.,Access to more local job openings.Review collected by and hosted on G2.com.,5
"Aug 17, 2019",I love how easy it is to search jobs anywhere. It's also easy to filter out what I want to see.Review collected by and hosted on G2.com.,There is no indication whether employers accepts applications from oversees aspirants.Review collected by and hosted on G2.com.,It helps me identify the areas in which I need to improve. The qualifications I need to strengthen to match a certain job I was aiming. For.Review collected by and hosted on G2.com.,4
"Oct 15, 2019",I like the job choices and the feedback with each one.The ease of applying.Review collected by and hosted on G2.com.,Nothing at this time. So far this site seems to be well connected and informative.Review collected by and hosted on G2.com.,At this point nothing negative.Review collected by and hosted on G2.com.,4
"Sep 20, 2019",Recommend jobs and salary information included in some posts.Review collected by and hosted on G2.com.,I have to chose my setting each time. They don’t saveReview collected by and hosted on G2.com.,I don’t have a lot of time to fill out application. I enjoy that the app fills in a lot of my information for meReview collected by and hosted on G2.com.,5
"Oct 16, 2019",Templates for employment duties are very helpful in wording job descriptionsReview collected by and hosted on G2.com.,Not being allowed to post more than two employment positions...too expensive for a small start up businessReview collected by and hosted on G2.com.,Being able to reach more people for a variety of applicantsReview collected by and hosted on G2.com.,4
"Nov 09, 2019",How many jobs they have available to pick fromReview collected by and hosted on G2.com.,"nothing, ziprecruiter is a good site and they help many people.Review collected by and hosted on G2.com.",zip is greatReview collected by and hosted on G2.com.,5
"Aug 25, 2019",Consistent emails with potential employersReview collected by and hosted on G2.com.,"Nothing as of yet, emails are ongoing but haven’t heard back from any employersReview collected by and hosted on G2.com.",The answer/replies optionsReview collected by and hosted on G2.com.,5
"Oct 22, 2019",Ziprecruiter is great for easy options for applications and for having a large database for jobsReview collected by and hosted on G2.com.,Ziprecruiter’s algorithms could be more user-oriented. I feel like it is somewhat unresponsive to my situation.Review collected by and hosted on G2.com.,Made everything easyReview collected by and hosted on G2.com.,5
"Oct 09, 2019",I love the fact that Zip is able to stay current with me  without being overly aggressive or pushy when it comes to jobs I'm not crazy about.Review collected by and hosted on G2.com.,Not enough human interaction.compared to what I'm used to.Review collected by and hosted on G2.com.,Refining the search criteria.Review collected by and hosted on G2.com.,5
"Oct 23, 2019",Custom job leads. Personal touch with a tecruiter working with you.?Review collected by and hosted on G2.com.,"Nothing, I love this job search Engine. It is very effective and personalized.Review collected by and hosted on G2.com.",Pay rangesReview collected by and hosted on G2.com.,5
"Aug 07, 2019","Services, posting more than one job, chat service.Review collected by and hosted on G2.com.","Price bouncing, lack of communication. I would prefer more communication with our account rep.Review collected by and hosted on G2.com.",Kalie was very helpful with telling us what our jobs were lacking. She also help me set something up so a rep could contact me over our account billing.Review collected by and hosted on G2.com.,3
"Sep 04, 2019","I've worked with a lot of job boards. Common issues other site have is delayed ads for jobs that have long since expired, spam, and endless emails. Ziprecruiters uses its algorithm to help you find the most suited jobs.Review collected by and hosted on G2.com.",There is some issues with jobs with similar keywords but of different functions.Review collected by and hosted on G2.com.,Makes searching easier.Review collected by and hosted on G2.com.,5
"Sep 20, 2019",I enjoy that they send updates everytime there is a job match.Review collected by and hosted on G2.com.,Some of the prospective jobs are too far from my area.Review collected by and hosted on G2.com.,No problems being solved because I dont have any issues with the service. I enjoy knowing what's available for work that is matched to my previous experience.Review collected by and hosted on G2.com.,5
"Aug 18, 2019",I love the access to careers that are evaluable out in the market.Review collected by and hosted on G2.com.,I wish the employers use the app more to look at potential candidates Resumes.Review collected by and hosted on G2.com.,The benefits is that I no the job is available but I am still having to go directly to the company to get job.Review collected by and hosted on G2.com.,4.5
"Jun 16, 2022",Ease of access and relevance of open positions.Review collected by and hosted on G2.com.,salary ranges are not always available. everything works fine.Review collected by and hosted on G2.com.,finding qualified candidates. I have found two separate positions over the past 4 years.Review collected by and hosted on G2.com.,5
"May 25, 2022",Customizable options for job seekers. Intelligent updates.Review collected by and hosted on G2.com.,Sharing options between social apps that I use.Review collected by and hosted on G2.com.,Job hunting is smoother. My benefits are knowing jobs are customized by each user.Review collected by and hosted on G2.com.,5
"Dec 21, 2021",I love how easy it is to apply for jobs that fit with your job search criteria and how many jobs there are to research.Review collected by and hosted on G2.com.,A lot of times I've been matched with jobs that I am not interested in and continue to pop up...and sometimes the job description does not match what they are actually looking for.Review collected by and hosted on G2.com.,I'm able to weed out what I want and do not want from a job. I've realized there are tons of benefits with constantly updating your resume because it gives you more appeal to employers.Review collected by and hosted on G2.com.,5
"Jun 02, 2022",I actually get reached out by recruiters when I apply through this platformReview collected by and hosted on G2.com.,Opens a new window to apply the jobs and its hard to keep track of windowsReview collected by and hosted on G2.com.,Applying jobsReview collected by and hosted on G2.com.,5
"May 08, 2022",Easy to navigate the target jobs description and location.Review collected by and hosted on G2.com.,Sometimes the job search is not relevant to the job title target.Review collected by and hosted on G2.com.,Need to filter furthermore for precise target jobs with the easy navigation dashboard.Review collected by and hosted on G2.com.,5
"Jun 08, 2022","Easy to navigate, great finding your best match job to be able to be  considered  for the job as well as give great full description to jobsReview collected by and hosted on G2.com.",I haven't had any issues or concern about this platformReview collected by and hosted on G2.com.,provides the most job descriptions and necessary information from the employerReview collected by and hosted on G2.com.,5
"Jun 10, 2022",All the access to job openings in one placeReview collected by and hosted on G2.com.,I Would like to be able to filter matchesReview collected by and hosted on G2.com.,None that I can think of at the momentReview collected by and hosted on G2.com.,5
"Jan 09, 2022","I like that you can view people's resumes without needing them to approve your request. Other job boards make you email people, and they have to allow you to view their information. I understand this idea, but sometimes people miss the emails or forget to check their accounts. On ZipRecruiter, you can see their phone number and emails, making it easy to reach out. I have spoken to people who were thrilled to hear from me but completely forgot they had a ZipRecruiter account! I also like that you can see the last time someone updated their resume.Review collected by and hosted on G2.com.","I do not think the filters always produce the best results. Sometimes, I'll put a job title in, and the people who show up do not match the job title at all. For example, I've put ""manufacturing manager"" in the search and have gotten results with people who have been ""science teachers."" I am not sure how this happens, but it can be frustrating to dig through results with irrelevant people.Review collected by and hosted on G2.com.","As a recruiter, I need access to top talent. ZipRecruiter allows me to see millions of resumes. I am helping people who are actively looking for jobs. Sometimes, I log on and see someone who posted their resume a day or two earlier, call them and get them an interview at a company. This feature of knowing when people updated their profile is a huge benefit, as it can tell me who is newly seeking jobs and therefore will be more likely to answer my call or email.Review collected by and hosted on G2.com.",4.5
"Jun 15, 2022",Daily mail listing the potential matching jobs for my profileReview collected by and hosted on G2.com.,Daily mail needs to be curated better. Sometimes I see irrelevant job suggestions.Review collected by and hosted on G2.com.,Easy access to the latest jobs as an email in my inboxReview collected by and hosted on G2.com.,5
"Jun 07, 2022",1 click is very helpful i like the variety of jobs and how well they fit your profileReview collected by and hosted on G2.com.,So far I haven't found anything that I disliked yetReview collected by and hosted on G2.com.,It has been helping me find some very good  benefitsReview collected by and hosted on G2.com.,5
"Jun 14, 2022",That I constantly get exciting job opportunities from themReview collected by and hosted on G2.com.,That there isn't much feedback on the jobs once I applyReview collected by and hosted on G2.com.,Finding higher quality job leadsReview collected by and hosted on G2.com.,5
"Apr 27, 2022",Refers related jobs well by email and while you are on the siteReview collected by and hosted on G2.com.,"They do send a lot of emails and more specifically at rando, times of the dayReview collected by and hosted on G2.com.",There are so many features that I am still learning on the siteReview collected by and hosted on G2.com.,5
"Sep 29, 2021","With ZipRecruiter, finding a job online was never difficult . With just one click, we can post our jobs to all of the main job sites. There's no need to juggle passwords or e-mail addresses. If you're looking for a simple way to manage a recruitment firm, try ZipRecruiter. ZipRecruiter provides the greatest job-search tools because it classifies positions by job title. The website offers a unique dashboard that makes it simple to keep track of all the positions that have been applied for.Review collected by and hosted on G2.com.","There are no regrets for me by using Zip Recruiter, It made my work so efficient and easier.Review collected by and hosted on G2.com.",Multiple resumes can be stored under a personal account.Review collected by and hosted on G2.com.,4.5
"Sep 26, 2021","ZipRecruiter is the smartest way to hire candidates for companies. It’s quick and easy to post our job requirement on ZipRecruiter’s large number of job boards and various social networks available to employers. And with the email alert program of ZipRecruiter, we can easily find qualified candidates to our client organization. Online job search just got better with ZipRecruiter. Post our jobs to all the top job sites, all at once, with just one click. No juggling passwords or e-mail addresses. Try ZipRecruiter for a recruitment agency to run business easily.Review collected by and hosted on G2.com.",It is good software for Recruiters to manage jobs and find candidates easily. Get the right candidates and post job listings.Review collected by and hosted on G2.com.,"ZipRecruiter makes it easy to hire top talent. List jobs on 100+ job boards with 1 click, then let use smart technology to find the best candidates by matching their skills to our job's requirements. Send job alerts by email, text message or social media to find the perfect candidate fast. We can easily find jobs and candidates fast. Set up email alerts and ZipRecruiter will monitor thousands of job boards and send alerts for jobs that match skills and location. It's like having a personal recruiter for a job consultant. ZipRecruiter's easy-to-use, mobile friendly platform that allows to search, screen and manage applicants all in one place. No more switching between multiple tabs or websites, everything we need is in one neatly organized dashboard.Review collected by and hosted on G2.com.",5
"Oct 19, 2021","Zip recruiters helps to streamline the process of finding a job by connecting the employee in need of employment or looking for potential job options a great place to look for high quality employers as well as, many different type of job opportunities.Review collected by and hosted on G2.com.","Zip recruiters employee a platform that allows for streamlining the process of finding a job; however, some of the help wanted ads are large recruiting companies looking to build up list of potential employees without there really being any open positions. Emails with potential jobs filled with ads, making it hard to read.Review collected by and hosted on G2.com.","The problem solved is the easy a which a employee is able to look for work in multiple fields, offer new insight into the jobs available in the market.Review collected by and hosted on G2.com.",3.5
"May 05, 2022",I could not believe how easy it was to applyReview collected by and hosted on G2.com.,nothing. I have not found anything to dislikeReview collected by and hosted on G2.com.,You pick the type of job and the location. Then go through the listingsReview collected by and hosted on G2.com.,5
"May 24, 2022","The ease of using the platform, the database was used most but we did get a few great canddidates for the time used. We are actually signing up again.Review collected by and hosted on G2.com.",Not much I thought the platform was helpful for my recruiters while we had it.Review collected by and hosted on G2.com.,Used at my job. The resume database is awesomeReview collected by and hosted on G2.com.,5
"Dec 08, 2021","We use ZipRecruiter for all our staffing needs. We post the jobs, and the candidates are matched up with the positions. We also can invite candidates for the open jobs posted we have posted. Also, you can search through the resume database and find candidates that way as well.Review collected by and hosted on G2.com.",There is a limit on the number of candidates you can invite for the job postings.Review collected by and hosted on G2.com.,Fill open jobs with candidates for these positions.Review collected by and hosted on G2.com.,5
"Jan 06, 2022","I love how zip recruiter always gives me search results that are relevant as well as recent. I've used other websites and even if they say the resumes are recent, the resumes are often outdated.Review collected by and hosted on G2.com.",I would like to be able to download Word version of resumes.Review collected by and hosted on G2.com.,"I find my best candidates on ZipRecruiter, and I find talent that is not on other sites. I am way more productive and efficient when using ZipRec.Review collected by and hosted on G2.com.",5
"Mar 23, 2022",It was easy to use and had good matches. 1 click apply is greatReview collected by and hosted on G2.com.,The filtering could be more specific. I would like thatReview collected by and hosted on G2.com.,Unemployment. Its def one of the top 5 sites I go to when looking for a jobReview collected by and hosted on G2.com.,5
"Apr 18, 2022",Tge frequently available and updated Jodie searchesReview collected by and hosted on G2.com.,Jobs aren't always new listings and could activate r be available for use a lot less than dailyReview collected by and hosted on G2.com.,NoneReview collected by and hosted on G2.com.,2.5
"May 11, 2022",The ease of use.  I was easily able to upload my resume and fill out my profile information.Review collected by and hosted on G2.com.,Resume importing.  The site did a poor job of importing.  I basically had to add my work history and education manuallyReview collected by and hosted on G2.com.,Getting a job is my goal.  I found the job posting from a friend.Review collected by and hosted on G2.com.,5
"May 21, 2021",,,,4
"Apr 06, 2022",Signed up quickly.  Offers a wide range of revenue and job opportunities.Review collected by and hosted on G2.com.,Nothing.  Everything was great and had a great experience.Review collected by and hosted on G2.com.,Looking to generate more moneyReview collected by and hosted on G2.com.,5
"Dec 30, 2021","Zip Recruiter is a job board we use to source resumes from the portal, and it is an easy, friendly user to source resumes. By using this portal, it helps to fill the client positions.Review collected by and hosted on G2.com.","I don't have any dislike it's a pretty easy tool, and its user friendly.Review collected by and hosted on G2.com.",We use to fill the positions by using the Zip Recruiter and we can see candiadtes contact details and email id its esay to contact candiadtes.Review collected by and hosted on G2.com.,5
"Sep 30, 2019",Easy to you and job suggestions are spot onReview collected by and hosted on G2.com.,Nothing so far. Great to use. Have no suggestions at the timeReview collected by and hosted on G2.com.,Showing me job I would not have found otherwiseReview collected by and hosted on G2.com.,5
"Aug 22, 2019",Employers contacted me,I never had to go out of my way to fill out an appReview collected by and hosted on G2.com.,Tier III Support,5
"Sep 11, 2019",I like the variety of positions advertised.Review collected by and hosted on G2.com.,The Sales Jobs that pay with commission only.Review collected by and hosted on G2.com.,I have been connected with employers who are looking to hire new employee's.Review collected by and hosted on G2.com.,5
"Apr 29, 2019",I like the fast turn around for applicants; I know the one click apply is fast and easy.Review collected by and hosted on G2.com.,Applicants don't always read through the requirements and apply anyway.Review collected by and hosted on G2.com.,For urgent positions fast applications are exceptionally helpful.  We are able to fill positions quickly.Review collected by and hosted on G2.com.,5
"Sep 07, 2019","Easy to apply for open positions, I really like the way jobs are posted!Review collected by and hosted on G2.com.","Some jobs seem to be stale, but in general most are active.Review collected by and hosted on G2.com.",Just started using the site.Review collected by and hosted on G2.com.,5
"Aug 20, 2019",Emails with actual links that bring you to potential opportunities that fit your profileReview collected by and hosted on G2.com.,"The jobs they find sometimes are clearly not what I'm interested in.  They could filter out by description, salary, location etcReview collected by and hosted on G2.com.","I get to see what jobs are out there, current salary expectations, benefits, etc.Review collected by and hosted on G2.com.",5
"Aug 18, 2019","It’s great, it allows recruiters to reach out to you with opportunities while also sending you relevant daily emails of jobs that may interest youReview collected by and hosted on G2.com.",There is really no downside if you are actively or casually looking for a new career/jobReview collected by and hosted on G2.com.,It has brought me plenty of great work opportunitiesReview collected by and hosted on G2.com.,5
"Aug 18, 2019","Lazer Operator/ Fabricator, Break Press Operator, Roll Machine Operator, Forklift operator.Review collected by and hosted on G2.com.",A Supervisor that's controlling!,Finding a Full Time Job in Kansas City Missouri making at least $19.00 per hour.Review collected by and hosted on G2.com.,5
"Sep 11, 2019",I love the iOS app! I appreciate the instant messaging.Review collected by and hosted on G2.com.,being confined to a single country can be an issueReview collected by and hosted on G2.com.,Understanding the job market. The market that I'm in is a niche.Review collected by and hosted on G2.com.,5
"Sep 18, 2019",I love the smart phone app they have and the one-click apply button. Super easy.Review collected by and hosted on G2.com.,"The one-click apply button is great, but I do wish there was a two-step process so a cover letter could be added.Review collected by and hosted on G2.com.","As an employer, I liked the way it presented candidates to me. It made hiring easier. As an applicant, I like the descriptions of the job and the ease with which applications can be made.Review collected by and hosted on G2.com.",5
"Aug 22, 2019","It's easy to use and I recieved many qualified recommendations from ZipRecruiter and have also received personal emails & phone calls from employers who have seen my profile on ZipRecruiter. I was offered a position, which I accepted, in less than a month being on ZipRecruiter.Review collected by and hosted on G2.com.","If anything, I did get a lot of emails multiple times a day, but most were relevant to my job search.Review collected by and hosted on G2.com.",I've had no problems with ZipRecruiter. Signing up has surpassed my expectations. I wish I found it earlier.Review collected by and hosted on G2.com.,5
"Sep 20, 2019",Showing new job postings. The quickest way of filling out applications.Review collected by and hosted on G2.com.,There is nothing that I dislike about ziprecruiter.Review collected by and hosted on G2.com.,The benefits of getting job postings everyday without having to look them up myselfReview collected by and hosted on G2.com.,5
"Sep 07, 2019",The 1 click appy I love!!! Because it takes qll the stress and aggravation out of applying for jobsReview collected by and hosted on G2.com.,There is nothing that I can say that I really dislike...Review collected by and hosted on G2.com.,Time management is the key to filling out applicationsReview collected by and hosted on G2.com.,5
"Aug 18, 2019",ZipRecruiter do provide a expanded supply of employment opportunities.  Their response time is great.Review collected by and hosted on G2.com.,Haven’t seen anything thus far and hope not to.Review collected by and hosted on G2.com.,Currently looking to get and opportunity to work with the work at home jobs.  Already applied for a couple.Review collected by and hosted on G2.com.,5
"Oct 09, 2019",Excellent job posting service which can be successfulReview collected by and hosted on G2.com.,No there are no bad features. Good for searchingReview collected by and hosted on G2.com.,ApplyingReview collected by and hosted on G2.com.,5
"Aug 17, 2019","I like the many offers, but different specialties and places, but most of the jobs close acceptance once I submit themReview collected by and hosted on G2.com.",I do not like your delay in the presentation of jobsReview collected by and hosted on G2.com.,I am sure you do what you can in the job offerReview collected by and hosted on G2.com.,4
"Aug 09, 2019","ZipRecruiter is there to help you.  If you need help changing a posting or getting more traffic, they are there to help.Review collected by and hosted on G2.com.","The pricing structure does seem a little high, but the service makes up for that.Review collected by and hosted on G2.com.",I have various positions that I am trying to fill.  ZipRecruiter is helping me with that.Review collected by and hosted on G2.com.,5
"Nov 12, 2019",Zip Recruiter provides insight in to the realities of the job search both as a hiring manager and as an applicantReview collected by and hosted on G2.com.,Seem to be difficult to broaden a search...default is to narrow down based on previous information.Review collected by and hosted on G2.com.,Market research and finding opportunitiesReview collected by and hosted on G2.com.,5
"Aug 17, 2019",That you can one click apply and get many different opportunities.Review collected by and hosted on G2.com.,Not a thing everything is very good I wouldn’t complainReview collected by and hosted on G2.com.,Settling for a basic job that didnt really fit my needs. That I can find many jobs that appeal to more than just my money needs.Review collected by and hosted on G2.com.,5
"Nov 19, 2019",Follow up and keep in touch as to status of applicationsReview collected by and hosted on G2.com.,Just one time (out of a 100+) when I could move from one job to another.Review collected by and hosted on G2.com.,Get reviewed for positions asapReview collected by and hosted on G2.com.,5
"Sep 06, 2019","Simple, Thorough, Professional, Efficient. David Gonzalez was excellent in his help in navigation and choosing the best plan!Review collected by and hosted on G2.com.",Maybe an extended trial. Service has been great otherwiseReview collected by and hosted on G2.com.,Finding the best person and best fit for my TeamReview collected by and hosted on G2.com.,5
"Nov 25, 2019",Ziprecruiter is a handy tool to see open opportunities along with pay and benefitsReview collected by and hosted on G2.com.,That I can't go to the website of the company hiringReview collected by and hosted on G2.com.,It's easy to see requirements and responsibilities for each job.Review collected by and hosted on G2.com.,4
"Aug 14, 2019",I like the fact that ziprecruiter dosen't give up in finding jobs for people they notify you about posible jobs and keep you reminded about jobsReview collected by and hosted on G2.com.,Nothing so far they treat me with respect thank you guysReview collected by and hosted on G2.com.,Not yetReview collected by and hosted on G2.com.,4
"Sep 11, 2019",ZipRecruiter never runs out of jobs that are out there that relate to your skillset. It's a great resourceReview collected by and hosted on G2.com.,Not much to dislike from a job-hunter point of viewReview collected by and hosted on G2.com.,looking for the right jobReview collected by and hosted on G2.com.,5
"Sep 04, 2019",ZR is highly intuitive and easy to use. I love how it finds jobs in the arena you are looking for and uniquely qualify for and invites you to apply. The one tap apply feature is great.Review collected by and hosted on G2.com.,Its a little hard to change the area or industry search in the app or have multiple searches going at once.Review collected by and hosted on G2.com.,I've had several interview and job opportunities. This has been helpful as I explore career transition options.Review collected by and hosted on G2.com.,5
"Dec 27, 2022",The site will have many job listings that are local in my area. It will also show me listings for jobs I could qualify for.Review collected by and hosted on G2.com.,Sometimes I wish I could hide jobs from popping up on my feed.Review collected by and hosted on G2.com.,It's looking for related jobs in my area and some that are near me. It will also look at how much experience I have and show me what I have a good match for.Review collected by and hosted on G2.com.,5
"Mar 01, 2023","ZipRecruiter gives employers a great look at my work history, my education and my skills.Review collected by and hosted on G2.com.",I have not discovered anything I dislike about ZipRecruiter.Review collected by and hosted on G2.com.,I am looking for a remote medical transcription/editing job because I need to work from home as my husband is disabled.Review collected by and hosted on G2.com.,5
"Jan 13, 2023",It was very easy and fast to create a profile. Easy apply option is a great feature to be able to apply to more jobs.Review collected by and hosted on G2.com.,No downsides on my end. I've been using zip recruiter for a while and haven't had any issues so far.Review collected by and hosted on G2.com.,"I didn't have to manually enter my information.  Once the resume was uploaded, my information was automatically there.Saved time.Review collected by and hosted on G2.com.",5
"Jun 06, 2023",Best thing is you got lots of responses by recruiters according to your profile.Review collected by and hosted on G2.com.,Most of responses comes for a contract role that's not good as everyone needs a permanent position.Review collected by and hosted on G2.com.,"Used it a lot in my past and still getting responses from the consulting firm , but for contract work which i am not interested in.Review collected by and hosted on G2.com.",4
"Mar 28, 2023",I love that there is a lot of information.Review collected by and hosted on G2.com.,I honestly haven't found anything I don't like yet.Review collected by and hosted on G2.com.,Helps me to look for employment. It helps me to highlight my skills.Review collected by and hosted on G2.com.,5
"Jan 23, 2023","The most helpfull are the jobs links themselves,gives you different products and opportunity to try out.You can check out what apenas to you and substabelecimento to.Review collected by and hosted on G2.com.","I dnt really have nothing to dislike about all these awesome offers,with jobs expirence and all.It can be better if more people would utuze the sites and then go and out these optounitys forthemselves.Landing them the job and the review.!!!Review collected by and hosted on G2.com.","I believe it depende upon the individual themselves,for me it reações out a much broader band and certin symalritys to going and accept.I do not have a Business yet but im working on it.Review collected by and hosted on G2.com.",5
"Jan 13, 2023",It's quick and handy and comes to my email inbox accessible on the phone.Review collected by and hosted on G2.com.,They are persistent in sending you jobs they believe fit your search criteria.Review collected by and hosted on G2.com.,It's great that it sends me new job openings regularly and adapts the search if I apply to a different kind of job: so it tries to find other similar jobs for me.Review collected by and hosted on G2.com.,5
"Feb 17, 2023",sending of applications is fast and provides a good match on available jobs for your skillsetReview collected by and hosted on G2.com.,nothing as of the moment. might provide one if i see something in the futureReview collected by and hosted on G2.com.,it solves the hassle of trying to find a job nearby that matches my skillsetReview collected by and hosted on G2.com.,5
"Jan 20, 2023","I love how easy it is to apply, and I love how it gives me updates on who viewed my application. It is very easy to make a profile and get started.Review collected by and hosted on G2.com.",The only bad thing is when I apply for a job it takes me back and I have to re-type in my job search and all the filters. I wish it would stay.Review collected by and hosted on G2.com.,It is solving the problem of how long it takes to apply. I am able to apply to more companies with the short amount of time it takes to apply to one.Review collected by and hosted on G2.com.,5
"Oct 27, 2022",The thing I like the best is the one-click apply option. It makes it easy and fast to move through the application process. Answering a few questions on the back end is simple and functional.Review collected by and hosted on G2.com.,I hope that the algorithm for jobs that match my profile gets better. I'm not too particularly fond of the way it only gives results on traits of an applied jobReview collected by and hosted on G2.com.,The ability to swiftly and efficiently make changes on the fly that would better interest a future employer is the change I've seen in the last few months that has been a great benefitReview collected by and hosted on G2.com.,5
"May 09, 2023",ZipRecruiter continuous search to complete my job search is very satisfyingReview collected by and hosted on G2.com.,everything is great. I have not found anything to dislike about its servicesReview collected by and hosted on G2.com.,The services I receive from ZipRecruiter are rendering assistance to me in locating the next career for me.Review collected by and hosted on G2.com.,5
"Nov 09, 2022",Zip Recruiter is specific to my search needs.,They show you only jobs within your search requests.,It makes you more productive by saving timeReview collected by and hosted on G2.com.,5
"Sep 30, 2022","ZipRecruiter offers a great, one-stop-shop experience while searching for a new opportunity. The search fields and filters really allow you to drill down the results for the positions you're looking for.Review collected by and hosted on G2.com.","I don't dislike anything, but it would be great if there was a manual 'Applied' button you could hit on jobs you've applied for using the 'Smart Apply' button that aren't showing up under your 'Applied For' jobs list. It's not a dislike, just a suggestion.Review collected by and hosted on G2.com.","Most positions that I see elsewhere are listed on ZipRecruiter. I don't like posting my personal information in a bunch of different places, so if I can keep it in one location I'd like it to be ZipRecruiter. There's one other job board site that has the same (and possibly more) positions, but their organization is not on par with ZR and it's a pain to find what I'm looking for. If only ZR appeared on the lists of ""how did you find out about this position?"" but I type it in whenever possible!Review collected by and hosted on G2.com.",5
"Jun 06, 2023",The app is great and easy to use. Huge databaseReview collected by and hosted on G2.com.,Some companies you need to go to the actual website to applyReview collected by and hosted on G2.com.,Helping me find a jobReview collected by and hosted on G2.com.,5
"Aug 04, 2022","ZipRecruiter is a huge help when it comes to a job hunt. Like a blood hound buddy sniffing out a scent. It used to be calling and walk-ins to apply. Thanks to ZipRecruiter, you can focus in on a lot of jobs in 5 mins.Review collected by and hosted on G2.com.",There's not much to dislike about ZipRecruiter. They're a massive help. Maybe quick Zoom chat to interface with hiring managers during their work hours. Also a heads up when the company has found a new hire. Some postings seem to be old. A quick email saying they have passed or went in another direction in the hiring process.Review collected by and hosted on G2.com.,I'm more productive in an efficient focus not experienced prior to ZipRecruiter.Review collected by and hosted on G2.com.,5
"Jun 20, 2023",I enjoy the ease of the applicant trackingReview collected by and hosted on G2.com.,"I've had a good experience, nothing to addReview collected by and hosted on G2.com.",Recruiting talentReview collected by and hosted on G2.com.,5
"Dec 01, 2022","Easy access to the jobs that fit you best, and the detailed information provided is handy. The employers who advertised jobs look genuine which  most other sites don't haveReview collected by and hosted on G2.com.",The minimized window once you click on a job link is quite annoying. Please make it better by maximizing the size.Review collected by and hosted on G2.com.,ZipRecruiter is my personal choice to find new jobs.  The convenience of applying for employment through the site helps me manage my time efficiently without looking for other options.Review collected by and hosted on G2.com.,5
"Dec 27, 2022",The most helpful feature of the app is the update from your personal AI recruiterReview collected by and hosted on G2.com.,I wish that there were ways I could upload writing samples for content writing positions.Review collected by and hosted on G2.com.,It allows me to save time applying for jobs that are not fully remote. It also lists the salary rate for most jobs.Review collected by and hosted on G2.com.,5
"Dec 28, 2022",I think finding jobs based on your match is helpful.  The information and legitimacy of the jobs are what makes me come back.,I'm actually at a job now that I found on Ziprecruiter.Review collected by and hosted on G2.com.,It's helping me find options that aren't fraud schemes but also worthy of my time.Review collected by and hosted on G2.com.,5
"Feb 03, 2023",lean and easy to use. intuitive. the database prompts missing information to complete the profile which is excellentReview collected by and hosted on G2.com.,I have not identified a downside other than the name ZipRecruiter.Review collected by and hosted on G2.com.,Can find jobs indeed does not catch with industry-specific and cuts out staffing agency cattle call posts.Review collected by and hosted on G2.com.,5
"Nov 09, 2022","Easy to use and easy to understand , this tools really helps me to create a better resume and be aware about the requirements of a good one . Now I am more confidentReview collected by and hosted on G2.com.","At the starting , I was asked too much information to fulfill and it can looks tiring for the new user , kindly try to improve the design of the website which is too simple for meReview collected by and hosted on G2.com.",No problems and no bugs met on the website so far . Thanks for this question thoughReview collected by and hosted on G2.com.,5
"May 05, 2023",Applicants don't have to spend hours uploading information. It's easy.Review collected by and hosted on G2.com.,I can't think of anything. Everything that I needed was delivered to me.Review collected by and hosted on G2.com.,It's allowing me to write a concise description of me as a prospective employee.Review collected by and hosted on G2.com.,5
"Mar 07, 2023",The ease of use and the detailed job descriptions.Review collected by and hosted on G2.com.,Sometimes there is too many email notifications.Review collected by and hosted on G2.com.,Zip Recruiter does great job matches with an each individuals skill set.Review collected by and hosted on G2.com.,5
"Mar 20, 2023","Filter many places at a time, and then notifies you when apps are being viewed.Review collected by and hosted on G2.com.","I feel like companies should be accounted for people time. once the company views canidate, they should have a 24 hour turn around; ethier saying yes or no to the applicant.Review collected by and hosted on G2.com.",This is a great tool that cuts done the search for tech rolls.Review collected by and hosted on G2.com.,5
"Mar 01, 2023","Accurate search results, easy for recruiter to find you and legit jobs too.Review collected by and hosted on G2.com.","For now, I love everything about Ziprecruiter.Review collected by and hosted on G2.com.",They post job related to your profile straight to your inboxReview collected by and hosted on G2.com.,5
