review_time,positive_review,negative_review,problems_solved,rating
"Sep 28, 2018",It is quick and easy to submit a resume with Indeed.Review collected by and hosted on G2.com.,It is not as easy as a Linkedin submission. It would be more beneficial if the search was focused around what you were actually interested in.Review collected by and hosted on G2.com.,Finding a new jobReview collected by and hosted on G2.com.,5
"May 22, 2018",Utilized Indeed Featured Employer and Sponsored Job Ads for hiring purposes.Review collected by and hosted on G2.com.,"I liked that we could adjust the budget on job ads, they also offer free job postings.Review collected by and hosted on G2.com.",Started using Indeed years ago via free ad then recently updated to Featured Employer Account. Depending on your needs it may be best to sponsor a job ad which would be middle groundReview collected by and hosted on G2.com.,3
"Sep 28, 2018",I like how selective this is for us when recruitingReview collected by and hosted on G2.com.,I don’t really have any companies because it is easy for us to useReview collected by and hosted on G2.com.,Easily filling it out by following steps and finding what we needReview collected by and hosted on G2.com.,2.5
"Jul 20, 2018",We use Indeed to post jobs openings.  It's simple and inexpensive to use and we get a wide variety of responses. The site is helpful in helping us targeting our needs.Review collected by and hosted on G2.com.,The ease of use and the ability to really target our needs.Review collected by and hosted on G2.com.,Just use it. It's worth it.Review collected by and hosted on G2.com.,5
"Sep 20, 2018",It was easy and user friendly. Being able to upload helpedReview collected by and hosted on G2.com.,Having to re enter a lot of the content that should have come overReview collected by and hosted on G2.com.,Ease of getting the information out there and quicklyReview collected by and hosted on G2.com.,4.5
"Sep 21, 2018","Easy to use, straightforward advertising.Review collected by and hosted on G2.com.",I haven’t run across any issues when using this platform.Review collected by and hosted on G2.com.,Hiring for the contact center. Indeed helps gather the qualified employees and allows us to focus on interviews.Review collected by and hosted on G2.com.,4.5
"Sep 28, 2018",I get new prospects as soon as they update their resumesReview collected by and hosted on G2.com.,I get the same prospect multiple times and it's a huge inconvenience.Review collected by and hosted on G2.com.,I need more employeesReview collected by and hosted on G2.com.,4
"Jul 31, 2018",So many people use this site and service. You are bound to reach someone eventually. The site helps fill openings that we are desperate to fillReview collected by and hosted on G2.com.,I like the huge reach and audience this website has. The value Indeed comes from its wide reach and usage around the world.Review collected by and hosted on G2.com.,I recommend using this tool for anyone looking to fill  a position as quick as possibleReview collected by and hosted on G2.com.,4.5
"Jul 30, 2018",it helped me found a professional environmentReview collected by and hosted on G2.com.,the number of possibilities and offers!Review collected by and hosted on G2.com.,there are a bunch of junk jobs posted tooReview collected by and hosted on G2.com.,5
"Oct 27, 2017","I work with students day in and day out looking for part-time and full-time positions. Indeed does a terrific job at grouping certain roles together, using keywords, and organizing the positions in an easy-to-read way. This is one of my go-to sites when discussing job search with students and alumni.Review collected by and hosted on G2.com.","I like that it's user friendly, usually yields pretty good search results, and is simple, yet aesthetically pleasing. It is easy to explain to students and alumni both, and has a large database of jobs. It is my go-to site when searching for a job for myself and for others.Review collected by and hosted on G2.com.","I work with students and alumni who are looking for available positions, so I do not use the functions on the site as someone who might be posting would. I use it from the front-end to search, so my experience is a bit different. But I utilize it in every appointment I have and it truly is the first resource we put in front of our students and alumni who are job searching.Review collected by and hosted on G2.com.",4.5
"Jun 29, 2018",This helps me make a resume and send it to employers when I’m looking for a jkbReview collected by and hosted on G2.com.,It’s extremely helpful and easy to use.Review collected by and hosted on G2.com.,I don’t dislike anything about this site. It’s great.Review collected by and hosted on G2.com.,5
"Jul 31, 2018","Hiring good employees these days is a challenge, but Indeed is a great tool! They do a lot of marketing themselves, so there are a lot of potential candidates and resumes to view. Using sites that are not as popular is never useful.Review collected by and hosted on G2.com.",I like the ability to view resumes and contact people directly regarding their resumes.Review collected by and hosted on G2.com.,I do wish that they wouldn't call as much regarding my account and their fees are getting higher!Review collected by and hosted on G2.com.,4
"Mar 13, 2018",Indeed was very helpful during or search for new employees over the winter. We used this site to list a position and received several applications through it.Review collected by and hosted on G2.com.,I love that so many people use indeed when searching for jobs. It draws a wide variety of applicants.Review collected by and hosted on G2.com.,Definitely the best job posting service out there.Review collected by and hosted on G2.com.,5
"May 12, 2022","It is a good tool in terms of recruiting and UI. It is easy to navigate and use. We can easily post our job in 2-3 steps and it also provides good screening questions. We can hire candidates for all sorts of jobs, from technician to director level.Review collected by and hosted on G2.com.","It is a good application for employers as well as job seekers. When we post a free job, rarely do we get any candidates. It asked to promote jobs and works on a pay-per-click model. Most clicks are irrelevant and increase the cost of jobs.Review collected by and hosted on G2.com.","I have been using it for years and it helps me close many positions like a technician, restaurant manager, retail/service positions, etc. It has a good amount of applicants and every possible filter to source a suitable applicant.Review collected by and hosted on G2.com.",4
"Oct 06, 2022",Indeed is very unique to tool in world of so many job boards as its curate great candidate pool list and its vert easy to useReview collected by and hosted on G2.com.,Job posting template is something i dont likeReview collected by and hosted on G2.com.,"Indeed has a great candidate pool and it is a great platform to hire ""IT"" talents as you can hire niche talents from here.Review collected by and hosted on G2.com.",5
"Jun 06, 2022",It is simple and easy to use. We can find well-qualified candidates for particular roles. It provides good filters to narrow down the search and source skilled candidates. The job posting is very easy and provides great filters to initially screen the candidate.Review collected by and hosted on G2.com.,"It is a little bit pricey. Sometimes, the candidate applies for a job without looking at the job description. It also does not provide candidate contact information.Review collected by and hosted on G2.com.","My experience is great with Indeed as it is easy to use, simple to navigate, and helps to hire good quality candidates. Except for its pricing model, everything is fantastic. It has a good resume database and the job posting is easy and editable.Review collected by and hosted on G2.com.",4
"Jan 04, 2022","With Indeed, it gets way easier to target the best candidates in market. Not only gives us the option to reach them directly but also helps us get timely responses from the best audience looking for jobs.Review collected by and hosted on G2.com.","Sometimes, too many candidates apply for 1 position (Eg: 150 responses for 1 position) because of which many of them could not be contacted. It is one of the major drawbacks that could make candidates lose faith in indeed as they did not hear back from the employer.Review collected by and hosted on G2.com.","The hiring process has been simplified by this great tool called indeed. We can post a position and interested candidates can apply directly. making it very time-saving or we can do blasting on indeed, which means emailing the chosen candidates proactively regarding the job and starting a conversation with them. Indeed has multiple options to set the pay, response time, etc. Indeed is the go-to tool for all hiring needs i believe.Review collected by and hosted on G2.com.",4.5
"Jan 03, 2022",I do like how you can both search resumes and post job advertisements. It does help with the streamline of the hiring processes. I like being able to view resumes without having to message the candidate.Review collected by and hosted on G2.com.,I dislike how email and phone number are not immediately available without messaging a candidate first. Although it streamlines the hiring process it slows it down without being able to call them after an email is sent.Review collected by and hosted on G2.com.,Posting advertisements is easy.  You can post screening questions so they answer when applying however it doesn't do a good job at cancelling our applicants that don't meet the criteria.Review collected by and hosted on G2.com.,3.5
"Feb 02, 2022","This platform is extremely easy to use and gives me the ability to quickly communicate with candidates, I can find the best candidates for the position. It's helpful for hiring quickly when you need to fill a position in your company.Review collected by and hosted on G2.com.","There isn't anything to hate about it, but their plans are quite expensive, forcing small enterprises to rely solely on the free version. And when you get a lot of notifications, it can be difficult to focus on the important ones.Review collected by and hosted on G2.com.","It aids in the simplification of the hiring process and allows you to immediately contact the candidates, allowing you to conduct the necessary conversations prior to the interview. We can also include the screening questions that the candidate must answer, which greatly aids in the screening of candidates for the job profile.Review collected by and hosted on G2.com.",4.5
"Dec 28, 2021","I like how easy it is to review applications and separate them into ""yes"", ""no"" and ""maybe"". This makes it much easier to keep track, especially when you have a high volume of candidates to review. It is also incredibly helpful that you can add your own questions as part of applying, which helps separate out candidates who do not meet your requirements.Review collected by and hosted on G2.com.","They have recently introduced video interviewing, which is great, but it only works about 50% of the time. I am confident that this feature will improve, but for now, it is a bit frustrating. It also seems to pick a timezone at random for scheduling, so you have to specifically check every time.Review collected by and hosted on G2.com.","It is a great way to find a lot of qualified candidates with minimal effort. It's also free, which is pretty great. Hiring is a tedious and often frustrating process, so having one space to keep all of the information organized is a major time saver.Review collected by and hosted on G2.com.",4.5
"Jan 12, 2022",Indeed is the best platform to find any job/internship/part-time work. A candidate can compare the salary and check the company review which gives the best knowledge about a company. A candidate can apply according to place or work whereever they need and want to work.Review collected by and hosted on G2.com.,Although it give best option about the work opportunities but it is good for those who already have some experience in their career they can find easily. It is very hard to find an opportunity for those who are fresher. Moreover it takes some time as a person apply through a platform instear of directly.Review collected by and hosted on G2.com.,As I mentioned earlier that it is a great place where a person can find work according to their interest by selecting filters and The great thing about indeed provide plenty of opportunity in the front of you without  researching a lot.Review collected by and hosted on G2.com.,5
"Nov 08, 2022",Huge number of users and wide reach for entry and mid level rolesReview collected by and hosted on G2.com.,Not very effective for senior positions or executive roles.Review collected by and hosted on G2.com.,Links employers and job seekers.Review collected by and hosted on G2.com.,3.5
"Feb 28, 2022","Here, it provides me many benefits such as posting jobs and searching for resumes on the other hand. The database is enormous and provides the most updated resumes of the candidates. I can download the resumes from the posted job or search them directly using the strings. The filters are outstanding and help find the best talent out of the vast list.Review collected by and hosted on G2.com.","The applicant's contact details are not available with their profile until or unless the applicant responds to the message that we have sent. The plans are so costly, and due to this, the small businesses cannot work on the premium versions. They also brought a new feature of video interviews, but it is not available and does not work at some points.Review collected by and hosted on G2.com.","Mainly, we are using the Indeed Hiring Platform to fulfill vacancies provided to us by our clients. The vacancies are enormous, and we have to close them in a small time gap. For this aspect, this platform helped us to complete the positions with the tremendous experienced and suitable candidates. This platform handles the whole interview process from searching toll onboarding. Overall, I am very much impressed and thankful to the team of Indeed.Review collected by and hosted on G2.com.",4
"Jan 14, 2022",You can use Indeed for sourcing and as well as posting. It will give you a reasonable amount of applicants in one day. I would highly recommend it for low-level jobs for all the recruiters.Review collected by and hosted on G2.com.,"It is not very helpful for high-end roles in the Scientific domain. It is one of the costliest hiring platforms, which is why many small-scale companies cannot afford it for their recruiters.Review collected by and hosted on G2.com.","Indeed has been helping in getting quality hires for the clients. It is a go-to tool for most of the requirements and helps in targetting the cream of the market in no time, which is a great time saver.Review collected by and hosted on G2.com.",4.5
"Mar 21, 2022",Indeed is a very use of friendly app which helps us identify jobs basis are requirement in a much easier and user friendly way it is a must have app for all new job seekersReview collected by and hosted on G2.com.,I have not encountered any challenges while using the application I have though compared it with others but I still feel that indeed has better job options especially if looking for onsite opportunitiesReview collected by and hosted on G2.com.,The main problem that I used to face with other job platform was searching for onsite jobs but indeed has got more options than any platform I have encountered sofarReview collected by and hosted on G2.com.,5
"Feb 15, 2022",Indeed is one of the best resume sourcing platform in the hiring process. Me and my team have been using indeed platform for more than 3 years and I can proudly say we are so happy with their service's.,,"By posting job in it, it reduces my time and workReview collected by and hosted on G2.com.",4.5
"Nov 22, 2021","1. Easy to use with a wizard-like, walkthrough setup for new postings.",2. Can leverage previous posts.,"We need a flexible tool to post jobs when required, which often is NOT on a predictable or steady basis. Indeed Hiring Platform allows us to do this versus paying for a certain number of seats/posting for a whole month or year ahead of time.  We also need to get to a larger pool of candidates/resources. Indeed and Linked in seem to be the 800 lb gorillas in this space nowadays.Review collected by and hosted on G2.com.",4.5
"Feb 14, 2022",The platform is quite intuitive to use.  Literally no training or walk through needed!  I get all my candidates in one dashboard AND I can also conduct video interviews all within Indeed's platformReview collected by and hosted on G2.com.,The time it takes to set up a job posting is quite time consuming.  The feature of not paying for an applicant is great except... when you forget to pause it on the weekend and get billed for people who aren't a good fit.  48 hours just isn't a fair amount of time to pay attention to new hire applicants when you have a standard weekend off.Review collected by and hosted on G2.com.,"Needing to hire multiple people for multiple jobs and being able to have them all under one dashboard is a HUGE problem being solved.  Otherwise, I'd have to go between social media, craigslist, and all other profiles.  Instead, Indeed has a massive database of possible candidates.Review collected by and hosted on G2.com.",3.5
"Feb 10, 2022","Being a growing company, we have several open positions and indeed has assisted with keeping everything organized and easily accessible for the multiple people who are hiring managersReview collected by and hosted on G2.com.","Unfortunately, there is a bit of navigating needed. You will often need to jump around different screens to get to what you want. While this can be cumbersome it is not something that cant be overcomeReview collected by and hosted on G2.com.",My organization has looked to smooth out the process of hiring and Indeed has helped us organize our candidates to stay on top of the situation and hopefully be more proactive than reactiveReview collected by and hosted on G2.com.,4
"Apr 28, 2022",The only thing that I liked about it is that it allows us to create a detailed profile and shows us relavent jobsReview collected by and hosted on G2.com.,"I did not find any bigger companies on indeed. Also, many companies here seem fake, they don't even have their own websites. The job descriptions are also weired sometimes. They should focus more on these improvements.Review collected by and hosted on G2.com.",None. I was looking for a job. But got such huge disappointment.Review collected by and hosted on G2.com.,3
"Nov 19, 2021",It is an amazing job portal with good application tracking tools. Ease of use makes it a good choice for employers to post new job openings and attract a pool of candidates. It offers free job posting and gives you the option to sponsor it for a better and quick response. Let me give you a cool tip: Sponsored links get attention and bring better results. Its huge database of jobs with many different categories adds to its popularity. It can send messages via email to rejected or shortlisted candidates and that saves a lot of time.Review collected by and hosted on G2.com.,"The overall layout could use some improvement. It won't show candidates' original emails but the ones with @indeed.com. If a person has not updated their resume, it's hard to track their information.Review collected by and hosted on G2.com.","I have used Indeed in a professional capacity and made successful hires through it. It is always a challenging task to fill a position with the right candidate. It can't be done unless you have a good pool of candidates to present to the management and get approval for the best resource. As an HR Manager, I actively use Indeed and take advantage of it to the fullest.Review collected by and hosted on G2.com.",4
"Jan 17, 2022","Job can search by skills, designation,company,location and filters it.",Recruiter contact by mail as well as on call for scheduling interviews.,Set job prefence.Review collected by and hosted on G2.com.,3.5
"Oct 20, 2021","Being a job seeker, you can always find great matches for your profile.  As per my personal job search experience, it is very easy to create your job profile and upload a resume. I have always got genuine job offers from this site. Unlike Naukri.com, you won't see any fake job listing. If your profile suits the job description, you will definitely get a response from the employer. Even when your job application is opened by the recruiter, you will get a notification that your application has been viewed. If your profile is selected then you will get a message response on the Indeed application and you can directly respond from there without opening your mailbox.Review collected by and hosted on G2.com.","Though you can search for the job using country location and job title, sometimes, it is very difficult to search the exact jobs as per the entered keyword. A specific job that you are finding is present on Indeed but you don't find it for that given keyword. That's where the search becomes unsuccessful. Another thing I have seen is that even you have seen and replied to the Indeed messages, it keeps on sending you notification emails for the same.  So, that becomes annoying. The message container of the Indeed app doesn't support RTF which makes it difficult to highlight a few things if we want to.Review collected by and hosted on G2.com.","Few companies have integrated basic tests/assessments that come up on your screen as soon as you apply to a particular job. If you pass that assessment, you pass one level and become eligible to get that specific job. However, if you don't have time to complete that 5-20 mins test that time, then you can complete it later. Mostly, that gets mailed to your email address.  Nowadays, you even have the option to send a message 'HI' to the employer without being a premium member. This way you can improve your chances to get a response from the hiring team. For every job application you submit, you have the option to upload new resume or use the saved ones. Another flexible option is that you can send a custom job profile to the recruiter without sending the complete resume.Review collected by and hosted on G2.com.",5
"Sep 16, 2022",Platform sorts applicants allowing you to filter through persons to find good fits for the role.Review collected by and hosted on G2.com.,I dislike how the platform did not sort through reoccurring applicants. There was no way to tell it the applicant had already applied for a Job with us.Review collected by and hosted on G2.com.,Mass recruitment - The platform met recruitment needs by allowing us to promote roles quickly and accurately.Review collected by and hosted on G2.com.,4
"Jun 08, 2022",The information provided and shared in the post is remarkable and the ability to approach the recruiter directly.Review collected by and hosted on G2.com.,everything is perfect. Sometimes the interface gets a bit confusing the layout can be more friendlyReview collected by and hosted on G2.com.,The main problem is the approachability of the recruiter the fact that the recruiter is active there is amazing. I have been hired twice through indeed and I do not apply on the company`s website i apply through indeedReview collected by and hosted on G2.com.,4.5
"Apr 28, 2022",Their market reach and advertising abityReview collected by and hosted on G2.com.,".It's amazing such a poorly developed site with so many issues replaced other sites. I can't wait until it's old news and some other platform takes over. In addition, they allow anyone to post ratings about a company anonymously without the ability to verify its validity.Review collected by and hosted on G2.com.",I have attempted to resolve problems and they send me in a circle. The same issue I scheduled two meetings to resolve and they sent a link to submit another request. It goes nowehre.Review collected by and hosted on G2.com.,1
"Dec 15, 2021","The best thing about Indeed is its easy user interface which allows users to operate it quickly. Also, it has a vast database to search candidates almost for every kind of job profile in every location. Most of the resumes are up to date with all the candidature details in the profile.Review collected by and hosted on G2.com.","We have to pay for its subscription based on the model of clicks by the candidates, and sometimes it seems relatively high. Also, we have to wait for the candidates' responses. Until then, we can not connect with them, and it sometimes takes up to a week.Review collected by and hosted on G2.com.","I am using it to source candidates for our technical team. I am hiring developers and technical assistants for different job roles. Indeed helps me in searching through the resumes using the boolean string and also with the other filters to sort out the candidates from the database. Also, I can post jobs for free with my job description and connect with the candidates directly. I can also mail from inside to the candidate directly to share any information.Review collected by and hosted on G2.com.",4.5
"Feb 16, 2022","The quality of candidates as well as the options on how to reach them. If there is not a phone number provided, I have the option the chat. Compared to the competitors, the platform has better candidatesReview collected by and hosted on G2.com.","Sometimes I am unable to see the candidate's correct email. Sometimes it takes a while for the profiles to pull up. This could be better, but I think it could also be a connection issueReview collected by and hosted on G2.com.","I am staffing for all open orders that I have. The benefits are that these candidates are qualified, and I can communicate and schedule interviews as soon as the next day.Review collected by and hosted on G2.com.",4.5
"Jun 14, 2017","Indeed.com is a great job board, especially to find non-exempt candidates.Review collected by and hosted on G2.com.",Job seekers usually respond quickly to inquiries.Review collected by and hosted on G2.com.,I've received great results by sourcing on Indeed.com.Review collected by and hosted on G2.com.,5
"Jun 15, 2017","I have had the most success w/ Indeed when trying to fill entry-level roles. It also had a great search feature the the resume database. The only issue I have with their resume database is they don't provide contact information for the person (great for the candidate's privacy, but a pain for us).Review collected by and hosted on G2.com.",The amount of candidates we get through Indeed is always high.Review collected by and hosted on G2.com.,Don't use for executive level roles.Review collected by and hosted on G2.com.,3.5
"Jun 15, 2017",Indeed has helped me find great candidates for multiple positions at my company.Review collected by and hosted on G2.com.,How easy it is to navigate and use for someone who is not super tech savy.Review collected by and hosted on G2.com.,Sometime you get TOO many applicants. But I assume thats with a lot of these job boards.Review collected by and hosted on G2.com.,5
"Jul 31, 2017",E- mails are good paying for uses wasteful.Review collected by and hosted on G2.com.,Some job canadates did actually apply nand it was good but at times midt applicants were fake or not reliable...Review collected by and hosted on G2.com.,The cost and no sloops leads for the costvyihbpaid and thinking that the leads would. E more effective if you paid but they were notReview collected by and hosted on G2.com.,1
"Jun 19, 2017",I use indeed primarily for searching/sourcing and almost always will cross reference profiles with other sources before calling. But as a means to develop a potential call list and identify resources it provides a good start.,"In the past I have used it for posting and have always received a high volume of applicants.  Unfortunately, regardless of restrictions and/or requirements listed in posting the vast majority will often not hit minimum needs ( ie be local, degreed, citizenship etc)Review collected by and hosted on G2.com.",This is a quantity based solutionReview collected by and hosted on G2.com.,3.5
"Jun 15, 2017",Helped with a resume sourcing tool and allowed me to filter candidates by experienceReview collected by and hosted on G2.com.,You can tell when candidates update their resumesReview collected by and hosted on G2.com.,There is no recruiter package that allows an unlimited reach out to candidates.  You have to pay per email.Review collected by and hosted on G2.com.,3.5
"Jun 15, 2017","We recruit for salaried, full-time construction roles within the construction industry.Review collected by and hosted on G2.com.",I like that we get a handful of highly qualified candidates.Review collected by and hosted on G2.com.,I don't like that we don't have more than a handful of highly qualified candidates.Review collected by and hosted on G2.com.,3
"Jul 11, 2017",I have used indeed to hire within my own department and to assist in the hiring for other departments.Review collected by and hosted on G2.com.,I love that indeed is extremely user friendly and that there is a free option along with the paid option.Review collected by and hosted on G2.com.,"The quality of the resumes I have received from indeed is hit or miss.  While the quantity is there, I would love a platform that could assist in better screening.Review collected by and hosted on G2.com.",4
"May 23, 2017",Indeed has helped us fill several positions in our office.Review collected by and hosted on G2.com.,It's easy to use and works into our budget nicely.Review collected by and hosted on G2.com.,I would recommend this site.Review collected by and hosted on G2.com.,4
"Jun 21, 2017","I've used Indeed on a personal level to see what jobs are out there, but it's actually the #1 website I use to post jobs for my company. We always get a lot of candidates (for a company that is not that well known) and have hired several people through their website.",,I always recommend indeed and tell everyone that is one of my favorites sites to post and look for jobs.Review collected by and hosted on G2.com.,4
"Jun 15, 2017",Indeed.com helped us gain exposure to our job postings and brought in our largest source of applications.Review collected by and hosted on G2.com.,This is our largest source of applications.Review collected by and hosted on G2.com.,This is NOT our largest source of HIRES.  Those come from referrals and rehires.Review collected by and hosted on G2.com.,5
"Jul 31, 2017",Finding and applying to jobs that are relevant to my experienceReview collected by and hosted on G2.com.,The job selection is very varied but also specificReview collected by and hosted on G2.com.,"Very simple, straightforward and easy to use!Review collected by and hosted on G2.com.",4.5
"May 09, 2017",I was director of recruiting and I used Indeed to find new agents for my officeReview collected by and hosted on G2.com.,It was free and easy to use. I also got responses quickly.Review collected by and hosted on G2.com.,I would definitely use Indeed over ZipRecruiter.Review collected by and hosted on G2.com.,5
"Jun 15, 2017","resume searches, cold calling, direct recruiting, job postingReview collected by and hosted on G2.com.",I like that we get a lot of exposure on indeed and it's easy to budget each roleReview collected by and hosted on G2.com.,the cost per click is adjustable which makes it easy to budgetReview collected by and hosted on G2.com.,4
"Aug 21, 2017",We were looking for part-time applicantsReview collected by and hosted on G2.com.,Indeed's reputation generally means decent response and exposureReview collected by and hosted on G2.com.,"Our experience was good, we didn't have any complaints.Review collected by and hosted on G2.com.",4
"Jun 15, 2017",Frequently use Indeed for job postings and job searching. It is very cost effective to post jobs to Indeed. The website is easy to navigate to find jobs and apply for jobs.Review collected by and hosted on G2.com.,The thing I like the best about Indeed is the cost effectiveness and popularity of the website.Review collected by and hosted on G2.com.,I dislike how the jobs are organized. Some of the jobs seem to be on their multiple times as you search through the pages. I believe it could be better organized.Review collected by and hosted on G2.com.,4
"Jun 15, 2017","I've worked with Indeed for the past 4 years, mainly positing open job positions, but recently have been using the Indeed Resume Finder to search for possible candidates to reach out to. This has become a very useful tool for recruiting our hourly positions. Indeed's cost-per-click nature is good, but to compete to get on the first page of a job search for certain markets can get very expensive.Review collected by and hosted on G2.com.",The indeed resume search function  and working with the indeed teamReview collected by and hosted on G2.com.,"Work alongside their team to listen to new hiring trends, and to use their advice when structuring budget for Indeed servicesReview collected by and hosted on G2.com.",4
"Jun 15, 2017","Indeed used to be my go-to for job posts and sourcing, but the pay-per-click job post model and $1/contact resume database model is very limiting.Review collected by and hosted on G2.com.",Functional resume search tool.  Ability to drill down search to criteria that generates relevant results.Review collected by and hosted on G2.com.,"Be sure to evaluate cost against other resources, both job boards and resume databasesReview collected by and hosted on G2.com.",2
"Jun 15, 2017",Needed assistance with applicant flow for front line workers.Review collected by and hosted on G2.com.,Easy Apply process allows the candidate to quickly apply and bypass ATS which allows for a bunch of applicants daily.Review collected by and hosted on G2.com.,"Pricing model, pay per click model is expensive compared to traditional job models.  However, it does yield better results and more hires.Review collected by and hosted on G2.com.",4.5
"Jun 15, 2017","scrapes our application and posts it, so when people search for our company or job title, the link takes them to our website to apply directlyReview collected by and hosted on G2.com.","Indeed is easy to use website, allowing you to post jobs, and scrape from our job boardReview collected by and hosted on G2.com.","emails are not viewable, indeed creates individual emails, so I have to email through indeed to connect, versus emailing them directly to their personal emailReview collected by and hosted on G2.com.",4
"Jun 15, 2017","Honestly, besides the automated emails from LinkedIn with recommended jobs, I only use Indeed. It's so easy to search for job title. location, salary requirements, etc, and you can easily continually filter your search. I find the website super easy to navigate and even easier to filter. And they even save your searches and offer you a recommended search as well.Review collected by and hosted on G2.com.","Simple, straightforward and easy to use. I appreciate that there aren't a whole bunch of bells and whistles that could complicate your post.Review collected by and hosted on G2.com.",Sometimes not if not all the filters are used the post might not reach the correct audienceReview collected by and hosted on G2.com.,5
"Jun 15, 2017","Indeed has helped increase the pool of applicants, but ultimately has been less successful with hires than other job boards. I like that I'm able to create more fields and requirements.Review collected by and hosted on G2.com.",I like how easy it is to post jobs and see how many people have both viewed the posting and applied.Review collected by and hosted on G2.com.,I dislike that Indeed sometimes requires jobs to be sponsored to continue to be posted on the site.Review collected by and hosted on G2.com.,3.5
"Jun 13, 2017",Indeed works great as a recruiting tool. It is really easy and very user friendly.Review collected by and hosted on G2.com.,Being able to set up preliminary qualifications so only qualified applicants apply to Job Posting.Review collected by and hosted on G2.com.,"Indeed is a great starter tool to use, as many know the name.Review collected by and hosted on G2.com.",4
"Jul 20, 2017","We post all of our jobs to indeed - helps us ""sponsor"" some of our hard to fill positions.Review collected by and hosted on G2.com.",Easy to post our jobs quickly and effectivelyReview collected by and hosted on G2.com.,Does not yield the highest quality of candidates at timesReview collected by and hosted on G2.com.,4
"Mar 19, 2017",We find that indeed casts a very large net and the return has mixed results. We have yet to hire anyone from our indeed posting and we see ~200 candidates per month. (Lots of repeats I'm told)Review collected by and hosted on G2.com.,We like the vast net indeed casts. It does capture a lot of people and keeps our company out front in our market.Review collected by and hosted on G2.com.,"They get people for you, but it is your interview process that needs to be strong, combined with knowing who you are looking for.Review collected by and hosted on G2.com.",2.5
"Feb 01, 2017","I run an RPO division and all of my clients' jobs are automatically posted to indeed through the Applicant Tracking System. For most clients, this is where we receive the highest percentage of applicants.Review collected by and hosted on G2.com.","Since it pulls job postings from across the web, including other job boards and career sites, it ends up being our # 1 source of applicants. Sponsoring jobs is a great way to increase the exposure and I highly recommend it. The 1-click apply feature makes it even easier for applicants to submit their resume and it parses in the ATS.Review collected by and hosted on G2.com.",Do it. It is the best source of applicants. Sponsoring jobs is highly recommended as it increases exposure by having your jobs at the top.Review collected by and hosted on G2.com.,5
"Dec 07, 2017",I do a lot of resume searches using Indeed.com and it is my number source for candidates to find the positionReview collected by and hosted on G2.com.,"easy to use, can save searches, well known by job seekersReview collected by and hosted on G2.com.",n/aReview collected by and hosted on G2.com.,3.5
"Aug 16, 2017",I use Indeed for recruiting in several locations throughout the US and CanadaReview collected by and hosted on G2.com.,"Easy to use, relatively inexpensive, good number of qualified candidatesReview collected by and hosted on G2.com.",I would try it. Relatively inexpensive and the quality of candidates is higher than other job boards.Review collected by and hosted on G2.com.,4
"Jun 15, 2017","I searched for jobs for several months via Indeed. I found it very helpful in searching by category. I even had an employer contact me through Indeed for a job opportunity that was exactly what I was looking for. Indeed made it so that I felt like I was receiving a legitimate job inquiry. I liked that the employer was able to view my resume without my prompting. I was eventually taken through an entire interview process, all thanks to Indeed allowing employers to search for potential candidates.Review collected by and hosted on G2.com.",It makes it very simple to search for jobs by category.Review collected by and hosted on G2.com.,I highly recommend using Indeed for job searching. Simple and quick to navigate.Review collected by and hosted on G2.com.,5
"Nov 29, 2017",We were able to post our job description and found a quality candidate fast. I love the animosity to review resumes!Review collected by and hosted on G2.com.,I love the ability to go through the resumes and sort them.Review collected by and hosted on G2.com.,There isn’t much I disliked about the software.Review collected by and hosted on G2.com.,5
"Jun 15, 2017","Indeed is a website that allows companies to post open positions. Indeed was a main job board that our company consistently used to post jobs. What is really great about Indeed is that it is very easy to use and allows the user to customize exactly what information is shown on the job board. As long as you have a job description, it takes literally seconds to post a job.Review collected by and hosted on G2.com.",I love that it is easy to use. I can literally post a job in less than a minute.Review collected by and hosted on G2.com.,"This is a super easy site to post jobs on. I recommend having a job description prepared ahead of time, as it makes it even easier to post a job!Review collected by and hosted on G2.com.",5
"Sep 19, 2017",Gathering candidates for various positions including currently a new rehab assistantReview collected by and hosted on G2.com.,Ease with searching jobs as well as candidate poolReview collected by and hosted on G2.com.,Haven't found anything specific at this timeReview collected by and hosted on G2.com.,5
"Jun 19, 2017",Helped me with posting my jobs and not having them become closed due to needing to sponsor them. I am an independent recruiter and able to utilize their site with great response for free.Review collected by and hosted on G2.com.,"The fact that I can also sort through my candidates, tag and send communication to them all at the same time.Review collected by and hosted on G2.com.",Talk to the team  if they contact you. They have a lot of helpful ideas for you and can give you advice on getting better responses to your postiongs.Review collected by and hosted on G2.com.,5
"Jun 19, 2017","recruiting new employees, reviewing competitor's ads, job posting etc.Review collected by and hosted on G2.com.","They automatically pull our ads, however, I have posted manually and it is an easy/quick process. If you want to have a ""sponsored"" job, they will give your ad a more prominent presence. Indeed has probably the highest visibility of all of the job boards.Review collected by and hosted on G2.com.",They are eager for your businessReview collected by and hosted on G2.com.,4
